filename,p/bar,Di,Df,Density,AVA,ASA,NAVA,NASA,UC_volume,Gamma_cage_window,DeltaD_cage_window,Eta_wall,Phi_accessible,hoa/kcal/mol,mmol/g,S(g1)
DB1-Uio66Zr-irmof8_A_No20,0.015,8.68561,2.05539,1.40625,0.0,0.0,217.472,272.217,3454.13,4.225772237872132,6.6302200000000004,,0.0,7.704342,0.671011,153.570285
DB1-Uio66Zr-irmof8_A_No20,0.15,8.68561,2.05539,1.40625,0.0,0.0,217.472,272.217,3454.13,4.225772237872132,6.6302200000000004,,0.0,8.170085,3.451397,254.450815
DB1-Uio66Zr-BDC_A-irmof7_A_No40,0.015,8.20991,3.85252,1.32059,151.635,263.554,0.0,0.0,2235.84,2.1310492872197937,4.3573900000000005,1.7380815774722194,0.06782014813224559,6.882434,0.365587,98.89962
DB1-Uio66Zr-BDC_A-irmof7_A_No40,0.15,8.20991,3.85252,1.32059,151.635,263.554,0.0,0.0,2235.84,2.1310492872197937,4.3573900000000005,1.7380815774722194,0.06782014813224559,6.861476,1.967223,107.626135
DB1-Uio66Zr-BDC_A-irmof6_A_No355,0.015,7.31796,3.52783,1.37635,0.0,0.0,101.373,205.466,2235.84,2.0743516552668355,3.7901300000000004,,0.0,7.294013,0.489404,132.478325
DB1-Uio66Zr-BDC_A-irmof6_A_No355,0.15,7.31796,3.52783,1.37635,0.0,0.0,101.373,205.466,2235.84,2.0743516552668355,3.7901300000000004,,0.0,8.219048,2.61005,171.129495
DB1-Uio66Zr-BDC_A-irmof6_A_No173,0.015,7.31796,2.72463,1.52733,0.0,0.0,81.966,165.581,2235.84,2.6858545931007147,4.59333,,0.0,8.647452,0.796748,208.88477
DB1-Uio66Zr-BDC_A-irmof6_A_No173,0.15,7.31796,2.72463,1.52733,0.0,0.0,81.966,165.581,2235.84,2.6858545931007147,4.59333,,0.0,8.198417,2.817179,227.58719
DB1-Uio66Zr-BDC_A-imd_No22,0.015,7.33179,3.27173,1.52105,0.0,0.0,206.324,392.922,4471.7,2.2409520345505283,4.06006,,0.0,8.998054,1.42683,317.579515
DB1-Uio66Zr-BDC_A-imd_No22,0.15,7.33179,3.27173,1.52105,0.0,0.0,206.324,392.922,4471.7,2.2409520345505283,4.06006,,0.0,7.928213,4.319813,343.23607
DB1-Uio66Zr-irmof6_A-irmof7_A_No4,0.015,6.52202,2.40054,1.39196,0.0,0.0,80.7111,179.065,2283.85,2.716897031501246,4.12148,,0.0,8.135191,1.104342,276.108195
DB1-Uio66Zr-irmof6_A-irmof7_A_No4,0.15,6.52202,2.40054,1.39196,0.0,0.0,80.7111,179.065,2283.85,2.716897031501246,4.12148,,0.0,8.756089,3.211804,239.22314
DB1-Uio66Zr-BDC_A-irmof6_A_No95,0.015,7.31796,2.25052,1.52217,0.0,0.0,90.0597,170.756,2235.84,3.2516751684055243,5.06744,,0.0,9.820397,2.399127,623.15497
DB1-Uio66Zr-BDC_A-irmof6_A_No95,0.15,7.31796,2.25052,1.52217,0.0,0.0,90.0597,170.756,2235.84,3.2516751684055243,5.06744,,0.0,9.974339,3.700873,341.948245
DB1-Uio66Zr-BDC_A-irmof6_A_No395,0.015,7.31796,3.04373,1.61499,0.0,0.0,76.4658,147.501,2235.84,2.4042737036465125,4.27423,,0.0,7.476561,0.510943,156.013225
DB1-Uio66Zr-BDC_A-irmof6_A_No395,0.15,7.31796,3.04373,1.61499,0.0,0.0,76.4658,147.501,2235.84,2.4042737036465125,4.27423,,0.0,8.818141,2.073699,156.74798
DB1-Uio66Zr-BDC_A-NiC4_No1,0.015,8.69308,3.84796,1.23588,342.89,580.944,0.0,0.0,4471.7,2.2591399078992507,4.84512,1.6942576336434425,0.0766800098396583,6.419502,0.189471,16.71761
DB1-Uio66Zr-BDC_A-NiC4_No1,0.15,8.69308,3.84796,1.23588,342.89,580.944,0.0,0.0,4471.7,2.2591399078992507,4.84512,1.6942576336434425,0.0766800098396583,6.640763,1.415235,76.517435
DB1-Uio66Zr-irmof20_A_No19,0.015,8.33703,3.97661,1.16974,306.708,465.447,0.0,0.0,3163.9,2.0965168824702447,4.36042,1.5175574161743417,0.09693985271342331,5.496073,0.095467,6.49271
DB1-Uio66Zr-irmof20_A_No19,0.15,8.33703,3.97661,1.16974,306.708,465.447,0.0,0.0,3163.9,2.0965168824702447,4.36042,1.5175574161743417,0.09693985271342331,6.242616,1.243265,66.65087
DB1-Uio66Zr-BDC_A-irmof6_A_No18,0.015,7.31796,3.65413,1.31098,0.0,0.0,112.642,225.178,2235.84,2.002654530626989,3.6638300000000004,,0.0,7.082941,0.367455,95.30106
DB1-Uio66Zr-BDC_A-irmof6_A_No18,0.15,7.31796,3.65413,1.31098,0.0,0.0,112.642,225.178,2235.84,2.002654530626989,3.6638300000000004,,0.0,7.869618,2.300575,140.29365
DB1-Uio66Zr-irmof10_A-irmof14_A_No445,0.015,10.06126,6.55622,0.917965,920.604,891.72,0.0,0.0,4791.32,1.5346129324519313,3.505040000000001,0.9686249462309527,0.192139953081823,5.407945,0.103457,5.391725
DB1-Uio66Zr-irmof10_A-irmof14_A_No445,0.15,10.06126,6.55622,0.917965,920.604,891.72,0.0,0.0,4791.32,1.5346129324519313,3.505040000000001,0.9686249462309527,0.192139953081823,5.56142,1.162547,49.82598
DB1-Uio66Zr-BDC_A-irmof7_A_No111,0.015,6.64659,3.28875,1.34892,0.0,0.0,102.938,224.959,2235.84,2.0210079817559863,3.35784,,0.0,6.791734,0.643045,163.84352
DB1-Uio66Zr-BDC_A-irmof7_A_No111,0.15,6.64659,3.28875,1.34892,0.0,0.0,102.938,224.959,2235.84,2.0210079817559863,3.35784,,0.0,7.632912,2.498639,153.05881
DB1-Uio66Zr-irmof10_A-irmof14_A_No27,0.015,10.06126,6.56005,0.766812,1027.45,1044.57,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,1.0166626113192856,0.21443986208393515,5.922768,0.173575,7.885695
DB1-Uio66Zr-irmof10_A-irmof14_A_No27,0.15,10.06126,6.56005,0.766812,1027.45,1044.57,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,1.0166626113192856,0.21443986208393515,5.833203,1.753719,50.48019
DB1-Uio66Zr-irmof6_A-irmof7_A_No21,0.015,6.35607,3.38793,1.39105,0.0,0.0,86.6948,195.664,2283.85,1.8760924812496127,2.96814,,0.0,7.694556,0.596855,152.48649
DB1-Uio66Zr-irmof6_A-irmof7_A_No21,0.15,6.35607,3.38793,1.39105,0.0,0.0,86.6948,195.664,2283.85,1.8760924812496127,2.96814,,0.0,7.758916,2.561399,171.56424
DB1-Uio66Zr-BDC_A-irmof6_A_No358,0.015,7.31796,2.06572,1.51094,0.0,0.0,84.2466,166.715,2235.84,3.5425711132196045,5.2522400000000005,,0.0,8.628603,1.279288,335.517495
DB1-Uio66Zr-BDC_A-irmof6_A_No358,0.15,7.31796,2.06572,1.51094,0.0,0.0,84.2466,166.715,2235.84,3.5425711132196045,5.2522400000000005,,0.0,9.416585,3.141275,287.551325
DB1-Uio66Zr-irmof8_A-imdb_No13,0.015,8.68251,2.54728,1.20424,0.0,0.0,288.282,376.809,3454.13,3.4085416601237397,6.13523,,0.0,7.387236,0.774894,150.50814
DB1-Uio66Zr-irmof8_A-imdb_No13,0.15,8.68251,2.54728,1.20424,0.0,0.0,288.282,376.809,3454.13,3.4085416601237397,6.13523,,0.0,7.389932,3.969764,231.538885
DB1-Uio66Zr-irmof10_A-irmof14_A_No405,0.015,10.06126,6.56005,0.825827,1031.09,918.204,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.8905178015498162,0.215199569221008,5.872371,0.147755,5.260045
DB1-Uio66Zr-irmof10_A-irmof14_A_No405,0.15,10.06126,6.56005,0.825827,1031.09,918.204,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.8905178015498162,0.215199569221008,5.702265,1.113433,42.01834
DB1-Uio66Zr-BDC_A-irmof6_A_No457,0.015,7.31796,3.56484,1.33694,0.0,0.0,118.366,224.41,2235.84,2.0528158346517658,3.7531200000000005,,0.0,6.870754,0.376111,89.15868
DB1-Uio66Zr-BDC_A-irmof6_A_No457,0.15,7.31796,3.56484,1.33694,0.0,0.0,118.366,224.41,2235.84,2.0528158346517658,3.7531200000000005,,0.0,7.27413,2.258888,136.209135
DB1-Uio66Zr-BDC_A-irmof7_A_No16,0.015,6.46004,2.90495,1.35451,0.0,0.0,55.7172,129.813,2235.84,2.2238041962856503,3.5550900000000003,,0.0,10.119492,2.528729,483.597065
DB1-Uio66Zr-BDC_A-irmof7_A_No16,0.15,6.46004,2.90495,1.35451,0.0,0.0,55.7172,129.813,2235.84,2.2238041962856503,3.5550900000000003,,0.0,7.910596,4.302399,176.123275
DB1-Uio66Zr-BDC_A-TED_A_No4,0.015,6.64659,3.20995,1.3118,0.0,0.0,99.182,202.02,2235.84,2.070621037710868,3.4366399999999997,,0.0,6.910428,0.346263,89.5484
DB1-Uio66Zr-BDC_A-TED_A_No4,0.15,6.64659,3.20995,1.3118,0.0,0.0,99.182,202.02,2235.84,2.070621037710868,3.4366399999999997,,0.0,6.978714,1.643723,102.97324
DB1-Uio66Zr-irmof10_A-irmof14_A_No119,0.015,10.06126,6.56005,0.815426,929.132,934.111,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,1.0053587649548181,0.1939198383743937,6.464595,0.264039,11.423075
DB1-Uio66Zr-irmof10_A-irmof14_A_No119,0.15,10.06126,6.56005,0.815426,929.132,934.111,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,1.0053587649548181,0.1939198383743937,6.865975,2.385271,66.893385
DB1-Uio66Zr-BDC_A-irmof7_A_No382,0.015,7.04211,3.26166,1.53301,0.0,0.0,78.6122,179.34,2235.84,2.159057044572396,3.78045,,0.0,8.628239,1.559158,415.330325
DB1-Uio66Zr-BDC_A-irmof7_A_No382,0.15,7.04211,3.26166,1.53301,0.0,0.0,78.6122,179.34,2235.84,2.159057044572396,3.78045,,0.0,8.521456,3.835337,320.451375
DB1-Uio66Zr-irmof8_A-imd_No1,0.015,9.28921,4.47853,0.944378,474.874,653.854,0.0,0.0,3454.13,2.074164960377624,4.8106800000000005,1.3768999776782893,0.1374800601019649,5.578715,0.109151,6.078585
DB1-Uio66Zr-irmof8_A-imd_No1,0.15,9.28921,4.47853,0.944378,474.874,653.854,0.0,0.0,3454.13,2.074164960377624,4.8106800000000005,1.3768999776782893,0.1374800601019649,5.988661,1.189374,49.407015
DB1-Uio66Zr-BDC_A-irmof6_A_No150,0.015,7.31796,2.73576,1.52146,0.0,0.0,89.2996,176.518,2235.84,2.6749276252302834,4.5822,,0.0,7.596872,0.472756,137.51953
DB1-Uio66Zr-BDC_A-irmof6_A_No150,0.15,7.31796,2.73576,1.52146,0.0,0.0,89.2996,176.518,2235.84,2.6749276252302834,4.5822,,0.0,7.276396,1.967782,145.88267
DB1-Uio66Zr-irmof10_A-irmof14_A_No217,0.015,10.06126,6.56005,0.965143,825.065,853.908,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,1.034958457818475,0.17219993655193144,6.100443,0.183585,9.35866
DB1-Uio66Zr-irmof10_A-irmof14_A_No217,0.15,10.06126,6.56005,0.965143,825.065,853.908,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,1.034958457818475,0.17219993655193144,5.571189,1.682179,64.53798
DB1-Uio66Zr-BDC_A-irmof7_A_No63,0.015,5.98662,3.42594,1.58834,0.0,0.0,79.3724,212.665,2235.84,1.7474386591709137,2.56068,,0.0,7.224411,0.383213,118.51116
DB1-Uio66Zr-BDC_A-irmof7_A_No63,0.15,5.98662,3.42594,1.58834,0.0,0.0,79.3724,212.665,2235.84,1.7474386591709137,2.56068,,0.0,7.156163,1.858787,132.308055
DB1-Uio66Zr-irmof6_A-irmof7_A_No128,0.015,6.35607,2.10665,1.51413,0.0,0.0,61.8009,148.414,2283.85,3.0171457052666555,4.24942,,0.0,8.27674,1.255235,337.63737
DB1-Uio66Zr-irmof6_A-irmof7_A_No128,0.15,6.35607,2.10665,1.51413,0.0,0.0,61.8009,148.414,2283.85,3.0171457052666555,4.24942,,0.0,9.794946,2.805476,248.74203
DB1-Uio66Zr-BDC_A-irmof7_A_No271,0.015,6.46004,2.90495,1.37827,0.0,0.0,55.6725,128.337,2235.84,2.2238041962856503,3.5550900000000003,,0.0,11.573355,2.612155,538.20423
DB1-Uio66Zr-BDC_A-irmof7_A_No271,0.15,6.46004,2.90495,1.37827,0.0,0.0,55.6725,128.337,2235.84,2.2238041962856503,3.5550900000000003,,0.0,8.535076,4.252423,187.836205
DB1-Uio66Zr-irmof6_A-imdb_No15,0.015,7.35916,1.3916,1.71609,0.0,0.0,168.457,304.779,4567.71,5.28827249209543,5.967560000000001,,0.0,9.090663,1.391589,330.26284
DB1-Uio66Zr-irmof6_A-imdb_No15,0.15,7.35916,1.3916,1.71609,0.0,0.0,168.457,304.779,4567.71,5.28827249209543,5.967560000000001,,0.0,9.647535,2.662545,226.65757
DB1-Uio66Zr-BDC_A-irmof6_A_No60,0.015,7.31796,2.44882,1.86676,0.0,0.0,82.1001,160.377,2235.84,2.9883617415734927,4.86914,,0.0,7.511751,0.472676,163.74594
DB1-Uio66Zr-BDC_A-irmof6_A_No60,0.15,7.31796,2.44882,1.86676,0.0,0.0,82.1001,160.377,2235.84,2.9883617415734927,4.86914,,0.0,7.235789,1.619551,138.71226
DB1-Uio66Zr-BDC_A-irmof7_A_No314,0.015,6.32717,3.65413,1.40011,0.0,0.0,100.032,230.429,2235.84,1.731512015171874,2.67304,,0.0,7.284524,0.639716,162.65064
DB1-Uio66Zr-BDC_A-irmof7_A_No314,0.15,6.32717,3.65413,1.40011,0.0,0.0,100.032,230.429,2235.84,1.731512015171874,2.67304,,0.0,7.36188,2.578534,167.069115
DB1-Uio66Zr-BDC_A-irmof6_A_No20,0.015,7.31796,2.06572,1.47825,0.0,0.0,86.8849,171.492,2235.84,3.5425711132196045,5.2522400000000005,,0.0,8.431391,1.040121,274.35505
DB1-Uio66Zr-BDC_A-irmof6_A_No20,0.15,7.31796,2.06572,1.47825,0.0,0.0,86.8849,171.492,2235.84,3.5425711132196045,5.2522400000000005,,0.0,9.382277,2.901894,218.63356
DB1-Uio66Zr-irmof10_A-irmof14_A_No4,0.015,10.76636,6.56005,0.870987,1098.46,933.534,0.0,0.0,4791.32,1.6412009054809034,4.20631,0.8498570726289533,0.22926041257941446,5.617749,0.111294,5.89006
DB1-Uio66Zr-irmof10_A-irmof14_A_No4,0.15,10.76636,6.56005,0.870987,1098.46,933.534,0.0,0.0,4791.32,1.6412009054809034,4.20631,0.8498570726289533,0.22926041257941446,5.53806,0.820117,26.511205
DB1-Uio66Zr-BDC_A-irmof6_A_No434,0.015,7.31796,3.25594,1.5137,0.0,0.0,98.556,185.99,2235.84,2.24757212970755,4.06202,,0.0,9.200027,1.662336,437.144445
DB1-Uio66Zr-BDC_A-irmof6_A_No434,0.15,7.31796,3.25594,1.5137,0.0,0.0,98.556,185.99,2235.84,2.24757212970755,4.06202,,0.0,8.686425,3.997627,340.326065
DB1-Uio66Zr-irmof6_A-TED_A_No2,0.015,6.28473,2.45582,1.61471,0.0,0.0,65.5921,152.601,2283.85,2.559116710508099,3.8289099999999996,,0.0,7.977027,0.567932,185.807695
DB1-Uio66Zr-irmof6_A-TED_A_No2,0.15,6.28473,2.45582,1.61471,0.0,0.0,65.5921,152.601,2283.85,2.559116710508099,3.8289099999999996,,0.0,8.177615,1.950161,170.54169
DB1-Uio66Zr-irmof6_A-irmof7_A_No42,0.015,6.35607,2.21395,1.55768,0.0,0.0,68.013,152.497,2283.85,2.8709184940942656,4.14212,,0.0,8.856931,1.624865,439.955525
DB1-Uio66Zr-irmof6_A-irmof7_A_No42,0.15,6.35607,2.21395,1.55768,0.0,0.0,68.013,152.497,2283.85,2.8709184940942656,4.14212,,0.0,8.935565,3.033747,270.56992
DB1-Uio66Zr-BDC_A-irmof6_A_No106,0.015,7.31796,2.25297,1.41056,0.0,0.0,93.1452,181.466,2235.84,3.248139123024275,5.06499,,0.0,7.907102,0.875405,214.858995
DB1-Uio66Zr-BDC_A-irmof6_A_No106,0.15,7.31796,2.25297,1.41056,0.0,0.0,93.1452,181.466,2235.84,3.248139123024275,5.06499,,0.0,8.456432,2.78034,202.661975
DB1-Uio66Zr-BDC_A-irmof7_A_No290,0.015,6.22741,2.01443,1.54726,0.0,0.0,61.3515,150.542,2235.84,3.091400545067339,4.21298,,0.0,8.519948,1.085118,293.643595
DB1-Uio66Zr-BDC_A-irmof7_A_No290,0.15,6.22741,2.01443,1.54726,0.0,0.0,61.3515,150.542,2235.84,3.091400545067339,4.21298,,0.0,9.046492,2.561834,210.459965
DB1-Uio66Zr-irmof6_A-irmof7_A_No75,0.015,6.02029,2.61213,1.52135,0.0,0.0,55.3148,140.784,2283.85,2.304743638333467,3.40816,,0.0,8.596775,1.201267,303.4361
DB1-Uio66Zr-irmof6_A-irmof7_A_No75,0.15,6.02029,2.61213,1.52135,0.0,0.0,55.3148,140.784,2283.85,2.304743638333467,3.40816,,0.0,8.473613,2.957711,220.46887
DB1-Uio66Zr-BDC_A-imd_No20,0.015,7.33179,3.68022,1.30717,0.0,0.0,270.538,509.905,4471.7,1.9922151393123237,3.65157,,0.0,6.741074,0.231102,14.91203
DB1-Uio66Zr-BDC_A-imd_No20,0.15,7.33179,3.68022,1.30717,0.0,0.0,270.538,509.905,4471.7,1.9922151393123237,3.65157,,0.0,7.262712,1.794224,95.813115
DB1-Uio66Zr-irmof10_A-irmof14_A_No68,0.015,10.06126,6.56005,1.03545,1006.08,906.084,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.9006083015267174,0.20997971331491116,5.582999,0.104099,5.22379
DB1-Uio66Zr-irmof10_A-irmof14_A_No68,0.15,10.06126,6.56005,1.03545,1006.08,906.084,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.9006083015267174,0.20997971331491116,5.517235,0.828677,39.325395
DB1-Uio66Zr-irmof10_A-irmof14_A_No393,0.015,10.06126,6.56005,0.824463,998.798,914.333,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.9154333508877671,0.20845988161926152,6.000163,0.152753,6.338935
DB1-Uio66Zr-irmof10_A-irmof14_A_No393,0.15,10.06126,6.56005,0.824463,998.798,914.333,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.9154333508877671,0.20845988161926152,5.796044,1.130926,42.40276
DB1-Uio66Zr-BDC_A-irmof7_A_No108,0.015,6.60954,3.28875,1.39199,0.0,0.0,87.4662,212.563,2235.84,2.0097423033067274,3.32079,,0.0,7.785529,0.533469,146.876295
DB1-Uio66Zr-BDC_A-irmof7_A_No108,0.15,6.60954,3.28875,1.39199,0.0,0.0,87.4662,212.563,2235.84,2.0097423033067274,3.32079,,0.0,6.486189,2.247118,146.452015
DB1-Uio66Zr-BDC_A-irmof7_A_No246,0.015,5.96944,2.90495,1.37534,0.0,0.0,47.4446,122.863,2235.84,2.0549200502590406,3.0644899999999997,,0.0,10.822039,2.739623,552.787365
DB1-Uio66Zr-BDC_A-irmof7_A_No246,0.15,5.96944,2.90495,1.37534,0.0,0.0,47.4446,122.863,2235.84,2.0549200502590406,3.0644899999999997,,0.0,7.001174,4.045875,152.877425
DB1-Uio66Zr-irmof10_A_No11,0.015,11.73684,6.56407,0.797405,1145.6,936.303,0.0,0.0,4791.32,1.7880430891200125,5.172770000000001,0.8173035963687152,0.23909903742601205,5.894335,0.123288,4.55315
DB1-Uio66Zr-irmof10_A_No11,0.15,11.73684,6.56407,0.797405,1145.6,936.303,0.0,0.0,4791.32,1.7880430891200125,5.172770000000001,0.8173035963687152,0.23909903742601205,6.058754,1.041533,33.92917
DB1-Uio66Zr-irmof6_A-irmof7_A_No78,0.015,6.18552,1.58955,1.71103,0.0,0.0,54.1728,128.262,2283.85,3.891365480796452,4.59597,,0.0,9.164717,1.607049,456.21642
DB1-Uio66Zr-irmof6_A-irmof7_A_No78,0.15,6.18552,1.58955,1.71103,0.0,0.0,54.1728,128.262,2283.85,3.891365480796452,4.59597,,0.0,9.517141,2.835395,272.314745
DB1-Uio66Zr-BDC_A-irmof6_A_No127,0.015,7.31796,2.25297,1.3817,0.0,0.0,93.2346,182.54,2235.84,3.248139123024275,5.06499,,0.0,7.534219,0.896035,219.451375
DB1-Uio66Zr-BDC_A-irmof6_A_No127,0.15,7.31796,2.25297,1.3817,0.0,0.0,93.2346,182.54,2235.84,3.248139123024275,5.06499,,0.0,8.10864,2.964434,227.61369
DB1-Uio66Zr-irmof12_A-irmof14_A_No13,0.015,8.99832,4.16769,0.842431,640.898,821.654,0.0,0.0,4847.21,2.1590665332594314,4.830629999999999,1.2820355189125259,0.13221997809048916,6.236872,0.187043,9.7555
DB1-Uio66Zr-irmof12_A-irmof14_A_No13,0.15,8.99832,4.16769,0.842431,640.898,821.654,0.0,0.0,4847.21,2.1590665332594314,4.830629999999999,1.2820355189125259,0.13221997809048916,6.23853,1.478653,54.722135
DB1-Uio66Zr-irmof8_A-imdb_No11,0.015,8.68499,2.54728,1.031,0.0,0.0,292.012,396.575,3454.13,3.409515247636695,6.13771,,0.0,5.974358,0.184834,11.23998
DB1-Uio66Zr-irmof8_A-imdb_No11,0.15,8.68499,2.54728,1.031,0.0,0.0,292.012,396.575,3454.13,3.409515247636695,6.13771,,0.0,6.55371,1.926503,91.607165
DB1-Uio66Zr-irmof7_A-TED_A_No1,0.015,7.37939,3.3187,1.49304,0.0,0.0,89.4934,156.059,2164.81,2.2235785096573957,4.060689999999999,,0.0,7.966768,0.489006,120.60569
DB1-Uio66Zr-irmof7_A-TED_A_No1,0.15,7.37939,3.3187,1.49304,0.0,0.0,89.4934,156.059,2164.81,2.2235785096573957,4.060689999999999,,0.0,7.9573,2.93913,201.05962
DB1-Uio66Zr-BDC_A-irmof6_A_No180,0.015,7.31796,2.70139,1.78916,0.0,0.0,86.3035,168.546,2235.84,2.7089609423296896,4.61657,,0.0,8.301105,0.945933,271.53285
DB1-Uio66Zr-BDC_A-irmof6_A_No180,0.15,7.31796,2.70139,1.78916,0.0,0.0,86.3035,168.546,2235.84,2.7089609423296896,4.61657,,0.0,7.640431,2.423577,202.789185
DB1-Uio66Zr-DPAC_A_No3,0.015,11.9197,5.73839,0.775061,1879.64,1538.82,0.0,0.0,6880.59,2.07718541263316,6.181310000000001,0.8186780447319699,0.27318006159355523,4.700542,0.047361,2.007605
DB1-Uio66Zr-DPAC_A_No3,0.15,11.9197,5.73839,0.775061,1879.64,1538.82,0.0,0.0,6880.59,2.07718541263316,6.181310000000001,0.8186780447319699,0.27318006159355523,4.914013,0.319558,10.98087
DB1-Uio66Zr-irmof10_A-irmof14_A_No2,0.015,10.72882,6.56005,1.02504,1064.25,922.893,0.0,0.0,4791.32,1.6354783881220418,4.16877,0.8671768851303735,0.2221204177554411,5.536767,0.086527,4.440495
DB1-Uio66Zr-irmof10_A-irmof14_A_No2,0.15,10.72882,6.56005,1.02504,1064.25,922.893,0.0,0.0,4791.32,1.6354783881220418,4.16877,0.8671768851303735,0.2221204177554411,5.911811,0.79087,36.52993
DB1-Uio66Zr-irmof10_A-irmof14_A_No82,0.015,10.06126,6.56005,1.04722,1006.85,901.047,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.8949168197844763,0.21014042059390733,5.559323,0.083542,4.286845
DB1-Uio66Zr-irmof10_A-irmof14_A_No82,0.15,10.06126,6.56005,1.04722,1006.85,901.047,0.0,0.0,4791.32,1.533716968620666,3.5012100000000004,0.8949168197844763,0.21014042059390733,5.732986,0.836023,39.99529
DB1-Uio66Zr-BDC_A-irmof7_A_No389,0.015,7.04952,3.70223,1.40377,0.0,0.0,118.321,246.92,2235.84,1.9041280525521105,3.34729,,0.0,7.548584,0.524342,143.49709
DB1-Uio66Zr-BDC_A-irmof7_A_No389,0.15,7.04952,3.70223,1.40377,0.0,0.0,118.321,246.92,2235.84,1.9041280525521105,3.34729,,0.0,7.124923,2.55102,155.046285
DB1-Uio66Zr-BDC_A-irmof6_A_No429,0.015,7.31796,3.56484,1.32505,0.0,0.0,122.882,231.38,2235.84,2.0528158346517658,3.7531200000000005,,0.0,6.80399,0.350354,71.767225
DB1-Uio66Zr-BDC_A-irmof6_A_No429,0.15,7.31796,3.56484,1.32505,0.0,0.0,122.882,231.38,2235.84,2.0528158346517658,3.7531200000000005,,0.0,7.385463,2.225067,127.042285
DB1-Uio66Zr-irmof6_A-irmof7_A_No135,0.015,6.02029,2.76005,1.52494,0.0,0.0,55.4061,144.646,2283.85,2.181224977808373,3.26024,,0.0,8.235946,1.079124,295.24342
DB1-Uio66Zr-irmof6_A-irmof7_A_No135,0.15,6.02029,2.76005,1.52494,0.0,0.0,55.4061,144.646,2283.85,2.181224977808373,3.26024,,0.0,9.555483,3.02904,296.23892
DB1-Uio66Zr-BDC_A-irmof7_A_No122,0.015,6.63108,2.25166,1.55271,0.0,0.0,69.5347,155.357,2235.84,2.944973930344723,4.37942,,0.0,10.150102,2.15225,562.458525
DB1-Uio66Zr-BDC_A-irmof7_A_No122,0.15,6.63108,2.25166,1.55271,0.0,0.0,69.5347,155.357,2235.84,2.944973930344723,4.37942,,0.0,9.862317,3.294161,291.73709
DB1-Uio66Zr-irmof6_A-irmof7_A_No52,0.015,6.35607,2.21395,1.46479,0.0,0.0,69.3376,156.182,2283.85,2.8709184940942656,4.14212,,0.0,9.206039,1.700402,424.046355
DB1-Uio66Zr-irmof6_A-irmof7_A_No52,0.15,6.35607,2.21395,1.46479,0.0,0.0,69.3376,156.182,2283.85,2.8709184940942656,4.14212,,0.0,9.186364,3.150869,235.28889
DB1-Uio66Zr-irmof10_A-irmof14_A_No144,0.015,10.06126,4.37138,0.925674,764.694,887.777,0.0,0.0,4791.32,2.30162099840325,5.6898800000000005,1.1609571933348504,0.1595998597463747,4.966945,0.082018,2.8627
DB1-Uio66Zr-irmof10_A-irmof14_A_No144,0.15,10.06126,4.37138,0.925674,764.694,887.777,0.0,0.0,4791.32,2.30162099840325,5.6898800000000005,1.1609571933348504,0.1595998597463747,5.457281,0.82315,32.83776
DB1-Uio66Zr-irmof20_A_No3,0.015,8.33703,3.56568,1.56587,0.0,0.0,254.883,366.825,3163.9,2.338131857037087,4.77135,,0.0,5.997689,0.10765,10.84552
DB1-Uio66Zr-irmof20_A_No3,0.15,8.33703,3.56568,1.56587,0.0,0.0,254.883,366.825,3163.9,2.338131857037087,4.77135,,0.0,6.775481,1.177951,79.36499
DB1-Uio66Zr-irmof20_A-imdb_No7,0.015,8.34579,4.04166,1.28591,595.32,893.598,0.0,0.0,6327.81,2.064941138047238,4.304129999999999,1.501038097157831,0.09407994234972289,6.079332,0.136773,15.717435
DB1-Uio66Zr-irmof20_A-imdb_No7,0.15,8.34579,4.04166,1.28591,595.32,893.598,0.0,0.0,6327.81,2.064941138047238,4.304129999999999,1.501038097157831,0.09407994234972289,6.639482,1.316974,76.047775
DB1-Uio66Zr-BDC_A-irmof6_A_No424,0.015,7.31796,3.56484,1.43182,0.0,0.0,114.743,221.33,2235.84,2.0528158346517658,3.7531200000000005,,0.0,6.984917,0.398712,97.646965
DB1-Uio66Zr-BDC_A-irmof6_A_No424,0.15,7.31796,3.56484,1.43182,0.0,0.0,114.743,221.33,2235.84,2.0528158346517658,3.7531200000000005,,0.0,7.335799,2.23072,143.565025
DB1-Uio66Zr-BDC_A-irmof7_A_No25,0.015,7.04707,3.33358,1.39189,0.0,0.0,99.9869,217.321,2235.84,2.11396456662207,3.7134899999999997,,0.0,7.00992,0.517969,134.980875
